dataset,method,projection,intersections,zoning_4x4,zoning_8x8,global,grad_hist,skeleton,bbox_norm,ari,nmi,accuracy,macro_f1
noise0_shift2,kmeans,Y,N,Y,Y,Y,N,N,N,0.19465363173756686,0.4049175986758429,0.406,0.34977523645519615
noise0_shift2,maxmin,Y,N,Y,Y,Y,N,N,N,0.17483437359874324,0.39118250656886205,0.36,0.2897949063990847
noise0_shift2,agglomerative,Y,N,Y,Y,Y,N,N,N,0.25191838731745014,0.5116915561340449,0.472,0.4028792714740958
noise0_shift2,kmeans,Y,N,Y,Y,N,Y,N,N,0.3165075372604628,0.5342136795576843,0.494,0.5021788509800882
noise0_shift2,maxmin,Y,N,Y,Y,N,Y,N,N,0.24487675250885996,0.46153223333680715,0.445,0.39768254776527756
noise0_shift2,agglomerative,Y,N,Y,Y,N,Y,N,N,0.4014377334554937,0.6268054589573124,0.567,0.5436807270914965
noise0_shift2,kmeans,Y,N,Y,Y,N,N,Y,N,0.33567411764957866,0.5480611923528742,0.505,0.463687279146325
noise0_shift2,maxmin,Y,N,Y,Y,N,N,Y,N,0.248053898229044,0.47022055736054136,0.458,0.38299456124134423
noise0_shift2,agglomerative,Y,N,Y,Y,N,N,Y,N,0.3451214789060733,0.6043650634847553,0.528,0.4574081143009566
noise0_shift2,kmeans,Y,N,Y,N,Y,Y,N,N,0.38849170385847076,0.6243976509319143,0.576,0.5454200377285353
noise0_shift2,maxmin,Y,N,Y,N,Y,Y,N,N,0.18540961932983815,0.43978063230420084,0.453,0.4234043550915939
noise0_shift2,agglomerative,Y,N,Y,N,Y,Y,N,N,0.4664254002384291,0.6932122616096028,0.619,0.5585625480587771
noise0_shift2,kmeans,Y,N,Y,N,Y,N,Y,N,0.27633709640867665,0.49027855105577245,0.463,0.40440323464789574
noise0_shift2,maxmin,Y,N,Y,N,Y,N,Y,N,0.15486972437662888,0.37941648088350793,0.404,0.35238510608079937
noise0_shift2,agglomerative,Y,N,Y,N,Y,N,Y,N,0.3379936892413464,0.5834567796195167,0.516,0.46629352947772224
noise0_shift2,kmeans,Y,N,Y,N,N,Y,Y,N,0.7172975536212611,0.8486289035140675,0.807,0.7677124503436303
noise0_shift2,maxmin,Y,N,Y,N,N,Y,Y,N,0.41540400964933605,0.6982984353396915,0.627,0.5796506840232427
noise0_shift2,agglomerative,Y,N,Y,N,N,Y,Y,N,0.8016571803589894,0.9197361902087028,0.857,0.8215826583837907
noise0_shift2,kmeans,Y,N,N,Y,Y,Y,N,N,0.2754346960019534,0.49103014221381985,0.461,0.4062839879849241
noise0_shift2,maxmin,Y,N,N,Y,Y,Y,N,N,0.22679696414388498,0.4439843379230804,0.453,0.41421002418775893
noise0_shift2,agglomerative,Y,N,N,Y,Y,Y,N,N,0.36420948740615927,0.598721634702296,0.517,0.45790833253678837
noise0_shift2,kmeans,Y,N,N,Y,Y,N,Y,N,0.2570828242093673,0.4684819700063821,0.436,0.36159018538980825
noise0_shift2,maxmin,Y,N,N,Y,Y,N,Y,N,0.1661337464458104,0.3757920706381526,0.395,0.3106119421409413
noise0_shift2,agglomerative,Y,N,N,Y,Y,N,Y,N,0.2805226750994658,0.5101455417593073,0.454,0.3676554315838203
noise0_shift2,kmeans,Y,N,N,Y,N,Y,Y,N,0.4687353508059099,0.6793404036111576,0.595,0.5405687312969361
noise0_shift2,maxmin,Y,N,N,Y,N,Y,Y,N,0.2815801851796584,0.5450131969900345,0.491,0.41879783931288417
noise0_shift2,agglomerative,Y,N,N,Y,N,Y,Y,N,0.44786091358723706,0.6943316423766167,0.594,0.5276452296313902
noise0_shift2,kmeans,Y,N,N,N,Y,Y,Y,N,0.4748532869312092,0.6768551691423276,0.629,0.6004033307613822
noise0_shift2,maxmin,Y,N,N,N,Y,Y,Y,N,0.3056330790212278,0.6097977976937669,0.566,0.49867882344544057
noise0_shift2,agglomerative,Y,N,N,N,Y,Y,Y,N,0.45619808184277244,0.7319797849112819,0.653,0.5984614431964499
noise0_shift2,kmeans,N,Y,Y,Y,Y,N,N,N,0.1904558712290917,0.42662460073470254,0.391,0.3007582410770077
noise0_shift2,maxmin,N,Y,Y,Y,Y,N,N,N,0.1456369965837343,0.3494049007473645,0.385,0.36185437820221494
noise0_shift2,agglomerative,N,Y,Y,Y,Y,N,N,N,0.24912447343855199,0.5010704082988051,0.447,0.38279487750786456
noise0_shift2,kmeans,N,Y,Y,Y,N,Y,N,N,0.2143194889412128,0.4406324614024091,0.41,0.3633456429351796
noise0_shift2,maxmin,N,Y,Y,Y,N,Y,N,N,0.1599768365558137,0.35662972280525623,0.416,0.36011507575109586
noise0_shift2,agglomerative,N,Y,Y,Y,N,Y,N,N,0.2948722415864992,0.5529839271239196,0.452,0.38917501795675424
noise0_shift2,kmeans,N,Y,Y,Y,N,N,Y,N,0.24100591648926395,0.4619336251244018,0.413,0.3466046999655796
noise0_shift2,maxmin,N,Y,Y,Y,N,N,Y,N,0.14859698435851942,0.3460445521516592,0.396,0.32207468007518286
noise0_shift2,agglomerative,N,Y,Y,Y,N,N,Y,N,0.3242201498643891,0.5910492233493623,0.506,0.46157585673477686
noise0_shift2,kmeans,N,Y,Y,N,Y,Y,N,N,0.2312997591200594,0.455349390736826,0.448,0.33909728025501573
noise0_shift2,maxmin,N,Y,Y,N,Y,Y,N,N,0.18804640124719652,0.40455653751771165,0.402,0.3045379191310018
noise0_shift2,agglomerative,N,Y,Y,N,Y,Y,N,N,0.27184625330373224,0.5834776616261185,0.498,0.4698357481142925
noise0_shift2,kmeans,N,Y,Y,N,Y,N,Y,N,0.2699914001327965,0.517072120666767,0.471,0.3894998044492321
noise0_shift2,maxmin,N,Y,Y,N,Y,N,Y,N,0.18796075742020482,0.38741900592297995,0.409,0.3055049581250267
noise0_shift2,agglomerative,N,Y,Y,N,Y,N,Y,N,0.26305287389856896,0.5561007005230341,0.493,0.45828713353960004
noise0_shift2,kmeans,N,Y,Y,N,N,Y,Y,N,0.3602165539503425,0.6133634735506855,0.517,0.4930161453637899
noise0_shift2,maxmin,N,Y,Y,N,N,Y,Y,N,0.20002158923109375,0.4050114710170761,0.436,0.34069365965634946
noise0_shift2,agglomerative,N,Y,Y,N,N,Y,Y,N,0.34164764529453373,0.6276839430779697,0.521,0.48559418681497146
noise0_shift2,kmeans,N,Y,N,Y,Y,Y,N,N,0.26106086220860647,0.4861217101604658,0.45,0.43717385184104307
noise0_shift2,maxmin,N,Y,N,Y,Y,Y,N,N,0.17948411049933072,0.3963688370055581,0.417,0.34309465716920495
noise0_shift2,agglomerative,N,Y,N,Y,Y,Y,N,N,0.28718741743899,0.550027777600632,0.482,0.4185156293309172
noise0_shift2,kmeans,N,Y,N,Y,Y,N,Y,N,0.18847794206681287,0.4246887660520998,0.402,0.40045327685559357
noise0_shift2,maxmin,N,Y,N,Y,Y,N,Y,N,0.1641240378985509,0.3743589092701728,0.394,0.3343727363038598
noise0_shift2,agglomerative,N,Y,N,Y,Y,N,Y,N,0.2656117313109857,0.5100861010939846,0.455,0.41495823280852184
noise0_shift2,kmeans,N,Y,N,Y,N,Y,Y,N,0.26622857272647754,0.5031310955065612,0.451,0.404811431637234
noise0_shift2,maxmin,N,Y,N,Y,N,Y,Y,N,0.1471821550346051,0.3462249550664455,0.396,0.35037895777446265
noise0_shift2,agglomerative,N,Y,N,Y,N,Y,Y,N,0.29263006151645016,0.5669168482671959,0.494,0.436037118670353
noise0_shift2,kmeans,N,Y,N,N,Y,Y,Y,N,0.22852954129990166,0.4976863990487661,0.458,0.3981609246783242
noise0_shift2,maxmin,N,Y,N,N,Y,Y,Y,N,0.20758263201369517,0.40494154220778894,0.443,0.37330068607966527
noise0_shift2,agglomerative,N,Y,N,N,Y,Y,Y,N,0.34054135032667143,0.628609369285395,0.517,0.4759220926981055
noise0_shift2,kmeans,N,N,Y,Y,Y,Y,N,N,0.2643343964452294,0.5102604796758043,0.458,0.4004441337751364
noise0_shift2,maxmin,N,N,Y,Y,Y,Y,N,N,0.18957863906408615,0.4254745016586809,0.407,0.3399644979002062
noise0_shift2,agglomerative,N,N,Y,Y,Y,Y,N,N,0.26512703348202554,0.5184375941171243,0.425,0.36100339069935006
noise0_shift2,kmeans,N,N,Y,Y,Y,N,Y,N,0.25887658840373107,0.471736245345708,0.451,0.40039180693726706
noise0_shift2,maxmin,N,N,Y,Y,Y,N,Y,N,0.1907839476277816,0.42610541632821514,0.393,0.36145088553623494
noise0_shift2,agglomerative,N,N,Y,Y,Y,N,Y,N,0.2822222205375885,0.5219699977468757,0.462,0.4145117388118306
noise0_shift2,kmeans,N,N,Y,Y,N,Y,Y,N,0.3851779317593009,0.6338760279023972,0.548,0.5198081638903661
noise0_shift2,maxmin,N,N,Y,Y,N,Y,Y,N,0.27180820122788735,0.5030614468059414,0.473,0.3944466424627698
noise0_shift2,agglomerative,N,N,Y,Y,N,Y,Y,N,0.48778173032976385,0.7234898442898025,0.619,0.5986884568294553
noise0_shift2,kmeans,N,N,Y,N,Y,Y,Y,N,0.4597170075178856,0.6813465936591965,0.626,0.5598476356788307
noise0_shift2,maxmin,N,N,Y,N,Y,Y,Y,N,0.23006874623450174,0.5117094878796871,0.486,0.4222476167986996
noise0_shift2,agglomerative,N,N,Y,N,Y,Y,Y,N,0.49677364168340893,0.7199902763817639,0.635,0.5717133757318428
noise0_shift2,kmeans,N,N,N,Y,Y,Y,Y,N,0.3745796698404753,0.5818261758488884,0.525,0.4999406575255043
noise0_shift2,maxmin,N,N,N,Y,Y,Y,Y,N,0.2475166720370817,0.48799317886490645,0.481,0.41335751708401514
noise0_shift2,agglomerative,N,N,N,Y,Y,Y,Y,N,0.40381652496119347,0.6507307034136569,0.537,0.4803188123573503
noise0_shift2,kmeans,Y,Y,Y,Y,Y,N,N,N,0.21096308195693705,0.4389391466377953,0.404,0.30076351708905374
noise0_shift2,maxmin,Y,Y,Y,Y,Y,N,N,N,0.14605101968780237,0.351827067720703,0.385,0.3622730108679085
noise0_shift2,agglomerative,Y,Y,Y,Y,Y,N,N,N,0.24912447343855199,0.5010704082988051,0.447,0.38279487750786456
noise0_shift2,kmeans,Y,Y,Y,Y,N,Y,N,N,0.2517452269467258,0.4736316926614996,0.445,0.4029688917700778
noise0_shift2,maxmin,Y,Y,Y,Y,N,Y,N,N,0.1599768365558137,0.35662972280525623,0.416,0.36011507575109586
noise0_shift2,agglomerative,Y,Y,Y,Y,N,Y,N,N,0.2948722415864992,0.5529839271239196,0.452,0.38917501795675424
noise0_shift2,kmeans,Y,Y,Y,Y,N,N,Y,N,0.23947607897069842,0.45650304219827453,0.434,0.37540709820097373
noise0_shift2,maxmin,Y,Y,Y,Y,N,N,Y,N,0.14859698435851942,0.3460445521516592,0.396,0.32207468007518286
noise0_shift2,agglomerative,Y,Y,Y,Y,N,N,Y,N,0.3242201498643891,0.5910492233493623,0.506,0.46157585673477686
noise0_shift2,kmeans,Y,Y,Y,N,Y,Y,N,N,0.2543561047469155,0.4989157365989474,0.473,0.4605398521183409
noise0_shift2,maxmin,Y,Y,Y,N,Y,Y,N,N,0.18854653464219956,0.40732890575902414,0.402,0.30452247570067686
noise0_shift2,agglomerative,Y,Y,Y,N,Y,Y,N,N,0.27184625330373224,0.5834776616261185,0.498,0.4698357481142925
noise0_shift2,kmeans,Y,Y,Y,N,Y,N,Y,N,0.2116836498511451,0.42495609142111157,0.435,0.3385357696573396
noise0_shift2,maxmin,Y,Y,Y,N,Y,N,Y,N,0.19094641524350067,0.39147268351015646,0.413,0.3088716567744457
noise0_shift2,agglomerative,Y,Y,Y,N,Y,N,Y,N,0.2837405205545073,0.5600267578263146,0.493,0.44612886341278485
noise0_shift2,kmeans,Y,Y,Y,N,N,Y,Y,N,0.3147053242210218,0.5741607398624493,0.494,0.44322792618072765
noise0_shift2,maxmin,Y,Y,Y,N,N,Y,Y,N,0.20002158923109375,0.4050114710170761,0.436,0.34069365965634946
noise0_shift2,agglomerative,Y,Y,Y,N,N,Y,Y,N,0.34164764529453373,0.6276839430779697,0.521,0.48559418681497146
noise0_shift2,kmeans,Y,Y,N,Y,Y,Y,N,N,0.23427981064081274,0.4640437188998369,0.402,0.3415568532572139
noise0_shift2,maxmin,Y,Y,N,Y,Y,Y,N,N,0.18148637220136798,0.398685048627131,0.417,0.34229851634465897
noise0_shift2,agglomerative,Y,Y,N,Y,Y,Y,N,N,0.28718741743899,0.550027777600632,0.482,0.4185156293309172
noise0_shift2,kmeans,Y,Y,N,Y,Y,N,Y,N,0.17312100171044179,0.3906523694865516,0.369,0.3576508444830977
noise0_shift2,maxmin,Y,Y,N,Y,Y,N,Y,N,0.16348994015870394,0.3743962506329613,0.394,0.33514565744888253
noise0_shift2,agglomerative,Y,Y,N,Y,Y,N,Y,N,0.26386158058578324,0.5101853186048132,0.455,0.4172335714293335
noise0_shift2,kmeans,Y,Y,N,Y,N,Y,Y,N,0.24176373000819396,0.47861888654601903,0.426,0.40379800083858497
noise0_shift2,maxmin,Y,Y,N,Y,N,Y,Y,N,0.1471821550346051,0.3462249550664455,0.396,0.35037895777446265
noise0_shift2,agglomerative,Y,Y,N,Y,N,Y,Y,N,0.29263006151645016,0.5669168482671959,0.494,0.436037118670353
noise0_shift2,kmeans,Y,Y,N,N,Y,Y,Y,N,0.26493957925912526,0.5071203630445495,0.456,0.3840695830920201
noise0_shift2,maxmin,Y,Y,N,N,Y,Y,Y,N,0.20804808903947383,0.4047380399695645,0.44,0.3700172039269817
noise0_shift2,agglomerative,Y,Y,N,N,Y,Y,Y,N,0.34054135032667143,0.628609369285395,0.517,0.4759220926981055
noise0_shift2,kmeans,Y,N,Y,Y,Y,Y,N,N,0.2901042707593916,0.49668144299502853,0.471,0.45501964038091514
noise0_shift2,maxmin,Y,N,Y,Y,Y,Y,N,N,0.18315848844808777,0.4162167081118786,0.419,0.3844466951285355
noise0_shift2,agglomerative,Y,N,Y,Y,Y,Y,N,N,0.26512703348202554,0.5184375941171243,0.425,0.36100339069935006
noise0_shift2,kmeans,Y,N,Y,Y,Y,N,Y,N,0.2866064651710442,0.4985264187788721,0.468,0.40749907685041736
noise0_shift2,maxmin,Y,N,Y,Y,Y,N,Y,N,0.19138399882199472,0.42659319255326855,0.397,0.3648315483263317
noise0_shift2,agglomerative,Y,N,Y,Y,Y,N,Y,N,0.28330680344550346,0.5224916411207962,0.463,0.4152110951264226
noise0_shift2,kmeans,Y,N,Y,Y,N,Y,Y,N,0.38049242072312234,0.6118839795219174,0.537,0.47118381735745823
noise0_shift2,maxmin,Y,N,Y,Y,N,Y,Y,N,0.27180820122788735,0.5030614468059414,0.473,0.3944466424627698
noise0_shift2,agglomerative,Y,N,Y,Y,N,Y,Y,N,0.48778173032976385,0.7234898442898025,0.619,0.5986884568294553
noise0_shift2,kmeans,Y,N,Y,N,Y,Y,Y,N,0.5020238923520248,0.7048639186368274,0.654,0.5864253785644795
noise0_shift2,maxmin,Y,N,Y,N,Y,Y,Y,N,0.23006874623450174,0.5117094878796871,0.486,0.4222476167986996
noise0_shift2,agglomerative,Y,N,Y,N,Y,Y,Y,N,0.490739229663967,0.7168497756334423,0.635,0.5707104095939706
noise0_shift2,kmeans,Y,N,N,Y,Y,Y,Y,N,0.34714956922074325,0.5469823713013486,0.506,0.4844528467070573
noise0_shift2,maxmin,Y,N,N,Y,Y,Y,Y,N,0.2475166720370817,0.48799317886490645,0.481,0.41335751708401514
noise0_shift2,agglomerative,Y,N,N,Y,Y,Y,Y,N,0.4018716188263174,0.6500211834486178,0.544,0.5203645223303471
noise0_shift2,kmeans,N,Y,Y,Y,Y,Y,N,N,0.22906237268453805,0.46675203866516435,0.422,0.37973968532846863
noise0_shift2,maxmin,N,Y,Y,Y,Y,Y,N,N,0.1847007418757441,0.4057242916337785,0.387,0.28937749083887354
noise0_shift2,agglomerative,N,Y,Y,Y,Y,Y,N,N,0.2849695313050187,0.6024423213712476,0.502,0.4826138206342089
noise0_shift2,kmeans,N,Y,Y,Y,Y,N,Y,N,0.27489937001670517,0.5211185370546363,0.474,0.4014090366300945
noise0_shift2,maxmin,N,Y,Y,Y,Y,N,Y,N,0.16908064987906782,0.37258984238397536,0.371,0.303628240146745
noise0_shift2,agglomerative,N,Y,Y,Y,Y,N,Y,N,0.28364058046834456,0.5415471534047857,0.467,0.40314702834753396
noise0_shift2,kmeans,N,Y,Y,Y,N,Y,Y,N,0.265288226095749,0.496723795154298,0.464,0.41500273211184957
noise0_shift2,maxmin,N,Y,Y,Y,N,Y,Y,N,0.170442270455122,0.3725493777806749,0.425,0.371121998834019
noise0_shift2,agglomerative,N,Y,Y,Y,N,Y,Y,N,0.3291840365906485,0.6016902766632974,0.474,0.4048094910036523
noise0_shift2,kmeans,N,Y,Y,N,Y,Y,Y,N,0.27400729184280387,0.5316969737119333,0.497,0.4638733325374232
noise0_shift2,maxmin,N,Y,Y,N,Y,Y,Y,N,0.20667444451431122,0.41666358598435715,0.428,0.321490361005083
noise0_shift2,agglomerative,N,Y,Y,N,Y,Y,Y,N,0.3520590342257875,0.6375388911458396,0.513,0.4688668618985071
noise0_shift2,kmeans,N,Y,N,Y,Y,Y,Y,N,0.27295615137966045,0.5286177487031404,0.486,0.4555417039863644
noise0_shift2,maxmin,N,Y,N,Y,Y,Y,Y,N,0.1891760101014463,0.3999506108911208,0.424,0.3477008388095379
noise0_shift2,agglomerative,N,Y,N,Y,Y,Y,Y,N,0.29107393412554194,0.5615692326418643,0.495,0.4753735030973066
noise0_shift2,kmeans,N,N,Y,Y,Y,Y,Y,N,0.35361638004063184,0.5817598170174628,0.535,0.4797414776284913
noise0_shift2,maxmin,N,N,Y,Y,Y,Y,Y,N,0.2052872664738529,0.4498742101438817,0.402,0.36271965578639453
noise0_shift2,agglomerative,N,N,Y,Y,Y,Y,Y,N,0.3825829714860701,0.6406494803033156,0.531,0.5077506124442395
noise0_shift2,kmeans,Y,Y,Y,Y,Y,Y,N,N,0.25243864937054655,0.487239541500127,0.449,0.3985524150996157
noise0_shift2,maxmin,Y,Y,Y,Y,Y,Y,N,N,0.1850133709281944,0.4069552687129014,0.39,0.29271847544666924
noise0_shift2,agglomerative,Y,Y,Y,Y,Y,Y,N,N,0.2849695313050187,0.6024423213712476,0.502,0.4826138206342089
noise0_shift2,kmeans,Y,Y,Y,Y,Y,N,Y,N,0.27489937001670517,0.5211185370546363,0.474,0.4014090366300945
noise0_shift2,maxmin,Y,Y,Y,Y,Y,N,Y,N,0.1768188200975968,0.38550629213509907,0.38,0.2833795418092276
noise0_shift2,agglomerative,Y,Y,Y,Y,Y,N,Y,N,0.28364058046834456,0.5415471534047857,0.467,0.40314702834753396
noise0_shift2,kmeans,Y,Y,Y,Y,N,Y,Y,N,0.28980504224363546,0.5402250820315071,0.479,0.40235315000380484
noise0_shift2,maxmin,Y,Y,Y,Y,N,Y,Y,N,0.170442270455122,0.3725493777806749,0.425,0.371121998834019
noise0_shift2,agglomerative,Y,Y,Y,Y,N,Y,Y,N,0.3291840365906485,0.6016902766632974,0.474,0.4048094910036523
noise0_shift2,kmeans,Y,Y,Y,N,Y,Y,Y,N,0.2566656543854978,0.511455197997501,0.468,0.3882555148527552
noise0_shift2,maxmin,Y,Y,Y,N,Y,Y,Y,N,0.20674641739769833,0.41362386120461203,0.428,0.32112978493880856
noise0_shift2,agglomerative,Y,Y,Y,N,Y,Y,Y,N,0.3520590342257875,0.6375388911458396,0.513,0.4688668618985071
noise0_shift2,kmeans,Y,Y,N,Y,Y,Y,Y,N,0.26066992366395114,0.5167843002400282,0.444,0.4390765742501451
noise0_shift2,maxmin,Y,Y,N,Y,Y,Y,Y,N,0.1891760101014463,0.3999506108911208,0.424,0.3477008388095379
noise0_shift2,agglomerative,Y,Y,N,Y,Y,Y,Y,N,0.29107393412554194,0.5615692326418643,0.495,0.4753735030973066
noise0_shift2,kmeans,Y,N,Y,Y,Y,Y,Y,N,0.3230445369503976,0.5369743407821381,0.493,0.4476212544271453
noise0_shift2,maxmin,Y,N,Y,Y,Y,Y,Y,N,0.20392754322630385,0.44723545106304735,0.399,0.35922542042017713
noise0_shift2,agglomerative,Y,N,Y,Y,Y,Y,Y,N,0.3825829714860701,0.6406494803033156,0.531,0.5077506124442395
noise0_shift2,kmeans,N,Y,Y,Y,Y,Y,Y,N,0.2806467388005199,0.5226200103415134,0.477,0.42490688469180826
noise0_shift2,maxmin,N,Y,Y,Y,Y,Y,Y,N,0.19505283072085872,0.41823736461140953,0.405,0.36273962113849834
noise0_shift2,agglomerative,N,Y,Y,Y,Y,Y,Y,N,0.36605692456271516,0.6517230905166195,0.517,0.48164493441842354
noise0_shift2,kmeans,Y,Y,Y,Y,Y,Y,Y,N,0.2806467388005199,0.5226200103415134,0.477,0.42490688469180826
noise0_shift2,maxmin,Y,Y,Y,Y,Y,Y,Y,N,0.19505283072085872,0.41823736461140953,0.405,0.36273962113849834
noise0_shift2,agglomerative,Y,Y,Y,Y,Y,Y,Y,N,0.36605692456271516,0.6517230905166195,0.517,0.48164493441842354
noise0_shift2,kmeans,Y,N,N,N,N,N,N,Y,1.0,1.0,1.0,1.0
noise0_shift2,maxmin,Y,N,N,N,N,N,N,Y,1.0,1.0,1.0,1.0
noise0_shift2,agglomerative,Y,N,N,N,N,N,N,Y,1.0,1.0,1.0,1.0
noise0_shift2,kmeans,N,Y,N,N,N,N,N,Y,1.0,1.0,1.0,1.0
noise0_shift2,maxmin,N,Y,N,N,N,N,N,Y,1.0,1.0,1.0,1.0
noise0_shift2,agglomerative,N,Y,N,N,N,N,N,Y,1.0,1.0,1.0,1.0
noise0_shift2,kmeans,N,N,Y,N,N,N,N,Y,1.0,1.0,1.0,1.0
noise0_shift2,maxmin,N,N,Y,N,N,N,N,Y,1.0,1.0,1.0,1.0
noise0_shift2,agglomerative,N,N,Y,N,N,N,N,Y,1.0,1.0,1.0,1.0
noise0_shift2,kmeans,N,N,N,Y,N,N,N,Y,1.0,1.0,1.0,1.0
noise0_shift2,maxmin,N,N,N,Y,N,N,N,Y,1.0,1.0,1.0,1.0
noise0_shift2,agglomerative,N,N,N,Y,N,N,N,Y,1.0,1.0,1.0,1.0
noise0_shift2,kmeans,N,N,N,N,Y,N,N,Y,1.0,1.0,1.0,1.0
noise0_shift2,maxmin,N,N,N,N,Y,N,N,Y,1.0,1.0,1.0,1.0
noise0_shift2,agglomerative,N,N,N,N,Y,N,N,Y,1.0,1.0,1.0,1.0
noise0_shift2,kmeans,N,N,N,N,N,Y,N,Y,1.0,1.0,1.0,1.0
noise0_shift2,maxmin,N,N,N,N,N,Y,N,Y,1.0,1.0,1.0,1.0
noise0_shift2,agglomerative,N,N,N,N,N,Y,N,Y,1.0,1.0,1.0,1.0
noise0_shift2,kmeans,N,N,N,N,N,N,Y,Y,1.0,1.0,1.0,1.0
noise0_shift2,maxmin,N,N,N,N,N,N,Y,Y,1.0,1.0,1.0,1.0
noise0_shift2,agglomerative,N,N,N,N,N,N,Y,Y,1.0,1.0,1.0,1.0
noise0_shift2,kmeans,Y,Y,N,N,N,N,N,Y,1.0,1.0,1.0,1.0
noise0_shift2,maxmin,Y,Y,N,N,N,N,N,Y,1.0,1.0,1.0,1.0
noise0_shift2,agglomerative,Y,Y,N,N,N,N,N,Y,1.0,1.0,1.0,1.0
noise0_shift2,kmeans,Y,N,Y,N,N,N,N,Y,1.0,1.0,1.0,1.0
noise0_shift2,maxmin,Y,N,Y,N,N,N,N,Y,1.0,1.0,1.0,1.0
noise0_shift2,agglomerative,Y,N,Y,N,N,N,N,Y,1.0,1.0,1.0,1.0
noise0_shift2,kmeans,Y,N,N,Y,N,N,N,Y,1.0,1.0,1.0,1.0
noise0_shift2,maxmin,Y,N,N,Y,N,N,N,Y,1.0,1.0,1.0,1.0
noise0_shift2,agglomerative,Y,N,N,Y,N,N,N,Y,1.0,1.0,1.0,1.0
noise0_shift2,kmeans,Y,N,N,N,Y,N,N,Y,1.0,1.0,1.0,1.0
noise0_shift2,maxmin,Y,N,N,N,Y,N,N,Y,1.0,1.0,1.0,1.0
noise0_shift2,agglomerative,Y,N,N,N,Y,N,N,Y,1.0,1.0,1.0,1.0
noise0_shift2,kmeans,Y,N,N,N,N,Y,N,Y,1.0,1.0,1.0,1.0
noise0_shift2,maxmin,Y,N,N,N,N,Y,N,Y,1.0,1.0,1.0,1.0
noise0_shift2,agglomerative,Y,N,N,N,N,Y,N,Y,1.0,1.0,1.0,1.0
noise0_shift2,kmeans,Y,N,N,N,N,N,Y,Y,1.0,1.0,1.0,1.0
noise0_shift2,maxmin,Y,N,N,N,N,N,Y,Y,1.0,1.0,1.0,1.0
noise0_shift2,agglomerative,Y,N,N,N,N,N,Y,Y,1.0,1.0,1.0,1.0
noise0_shift2,kmeans,N,Y,Y,N,N,N,N,Y,1.0,1.0,1.0,1.0
noise0_shift2,maxmin,N,Y,Y,N,N,N,N,Y,1.0,1.0,1.0,1.0
noise0_shift2,agglomerative,N,Y,Y,N,N,N,N,Y,1.0,1.0,1.0,1.0
noise0_shift2,kmeans,N,Y,N,Y,N,N,N,Y,1.0,1.0,1.0,1.0
noise0_shift2,maxmin,N,Y,N,Y,N,N,N,Y,1.0,1.0,1.0,1.0
noise0_shift2,agglomerative,N,Y,N,Y,N,N,N,Y,1.0,1.0,1.0,1.0
noise0_shift2,kmeans,N,Y,N,N,Y,N,N,Y,1.0,1.0,1.0,1.0
noise0_shift2,maxmin,N,Y,N,N,Y,N,N,Y,1.0,1.0,1.0,1.0
noise0_shift2,agglomerative,N,Y,N,N,Y,N,N,Y,1.0,1.0,1.0,1.0
noise0_shift2,kmeans,N,Y,N,N,N,Y,N,Y,1.0,1.0,1.0,1.0
noise0_shift2,maxmin,N,Y,N,N,N,Y,N,Y,1.0,1.0,1.0,1.0
noise0_shift2,agglomerative,N,Y,N,N,N,Y,N,Y,1.0,1.0,1.0,1.0
noise0_shift2,kmeans,N,Y,N,N,N,N,Y,Y,1.0,1.0,1.0,1.0
noise0_shift2,maxmin,N,Y,N,N,N,N,Y,Y,1.0,1.0,1.0,1.0
noise0_shift2,agglomerative,N,Y,N,N,N,N,Y,Y,1.0,1.0,1.0,1.0
noise0_shift2,kmeans,N,N,Y,Y,N,N,N,Y,1.0,1.0,1.0,1.0
noise0_shift2,maxmin,N,N,Y,Y,N,N,N,Y,1.0,1.0,1.0,1.0
noise0_shift2,agglomerative,N,N,Y,Y,N,N,N,Y,1.0,1.0,1.0,1.0
noise0_shift2,kmeans,N,N,Y,N,Y,N,N,Y,1.0,1.0,1.0,1.0
noise0_shift2,maxmin,N,N,Y,N,Y,N,N,Y,1.0,1.0,1.0,1.0
noise0_shift2,agglomerative,N,N,Y,N,Y,N,N,Y,1.0,1.0,1.0,1.0
noise0_shift2,kmeans,N,N,Y,N,N,Y,N,Y,1.0,1.0,1.0,1.0
noise0_shift2,maxmin,N,N,Y,N,N,Y,N,Y,1.0,1.0,1.0,1.0
noise0_shift2,agglomerative,N,N,Y,N,N,Y,N,Y,1.0,1.0,1.0,1.0
noise0_shift2,kmeans,N,N,Y,N,N,N,Y,Y,1.0,1.0,1.0,1.0
noise0_shift2,maxmin,N,N,Y,N,N,N,Y,Y,1.0,1.0,1.0,1.0
noise0_shift2,agglomerative,N,N,Y,N,N,N,Y,Y,1.0,1.0,1.0,1.0
noise0_shift2,kmeans,N,N,N,Y,Y,N,N,Y,1.0,1.0,1.0,1.0
noise0_shift2,maxmin,N,N,N,Y,Y,N,N,Y,1.0,1.0,1.0,1.0
noise0_shift2,agglomerative,N,N,N,Y,Y,N,N,Y,1.0,1.0,1.0,1.0
noise0_shift2,kmeans,N,N,N,Y,N,Y,N,Y,1.0,1.0,1.0,1.0
noise0_shift2,maxmin,N,N,N,Y,N,Y,N,Y,1.0,1.0,1.0,1.0
