dataset,method,projection,intersections,zoning_4x4,zoning_8x8,global,grad_hist,skeleton,bbox_norm,ari_A,nmi_A,accuracy_A,macro_f1_A,ari_B,nmi_B,accuracy_B,macro_f1_B,ari_diff,ari_rel_diff,nmi_diff,nmi_rel_diff,accuracy_diff,accuracy_rel_diff,macro_f1_diff,macro_f1_rel_diff
noise0_shift2,agglomerative,Y,Y,N,Y,N,N,N,N,0.2451126611318386,0.505428721563827,0.425,0.3822169563243563,0.2092621888063673,0.4480186053821222,0.404,0.3358011302003443,-0.03585047232547131,-0.14626120152230096,-0.05741011618170483,-0.11358696831488813,-0.020999999999999963,-0.049411764705882266,-0.046415826124012016,-0.12143842745852096
noise0_shift2,kmeans,Y,Y,N,N,Y,N,N,N,0.14763217483385,0.3768451296482387,0.347,0.2558703840285017,0.1701097365480435,0.4154274721073508,0.393,0.3190724533371571,0.022477561714193517,0.15225381418034714,0.03858234245911213,0.10238248931365075,0.04600000000000004,0.1325648414985592,0.0632020693086554,0.24700814652162031
noise0_shift2,maxmin,Y,Y,N,N,Y,N,N,N,0.1144148118228855,0.2968832715851557,0.342,0.276288271225674,0.123290656022033,0.3267785571324774,0.366,0.3215150891748991,0.008875844199147498,0.07757600661780865,0.02989528554732168,0.10069710357104694,0.023999999999999966,0.07017543859649113,0.04522681794922512,0.16369431010802324
noise0_shift2,agglomerative,Y,Y,N,N,Y,N,N,N,0.2270321009493657,0.5084281979966991,0.465,0.419539572689636,0.2671061645034986,0.5173162643780899,0.493,0.4193594088205916,0.0400740635541329,0.17651276355439488,0.008888066381390725,0.017481458377822758,0.02799999999999997,0.060215053763440794,-0.00018016386904440296,-0.0004294323605503677
noise0_shift2,kmeans,Y,Y,N,N,N,Y,N,N,0.1764005053537067,0.387332753927014,0.375,0.3315643620800991,0.2104705754193358,0.455043069356438,0.421,0.3469353129982051,0.03407007006562912,0.19314043345462112,0.06771031542942402,0.17481174711649308,0.045999999999999985,0.12266666666666663,0.01537095091810603,0.046358875307572184
noise0_shift2,maxmin,Y,Y,N,N,N,Y,N,N,0.1546330730283317,0.3595242531347163,0.353,0.3097701026917799,0.1843276055719707,0.3929876482675705,0.374,0.3353643399008194,0.02969453254363899,0.19203222158172067,0.03346339513285418,0.09307687823862944,0.02100000000000002,0.05949008498583575,0.025594237209039472,0.0826233293227321
noise0_shift2,agglomerative,Y,Y,N,N,N,Y,N,N,0.2443060172490283,0.4890472649043902,0.432,0.3236134306040079,0.2385099150741067,0.5157503503534604,0.432,0.3650047460270066,-0.005796102174921602,-0.023724762247724192,0.026703085449070185,0.05460225905627076,0.0,0.0,0.04139131542299873,0.1279035772580389
noise0_shift2,kmeans,Y,Y,N,N,N,N,Y,N,0.1825244211770909,0.3993699602132742,0.384,0.3119709047223665,0.1753832366367136,0.3889373387025104,0.367,0.3219001135385066,-0.007141184540377293,-0.039124542865684224,-0.010432621510763795,-0.02612269962716399,-0.017000000000000015,-0.04427083333333337,0.009929208816140123,0.03182735526242892
noise0_shift2,maxmin,Y,Y,N,N,N,N,Y,N,0.1597616620419168,0.3668674235080399,0.349,0.3027553187877431,0.1471828347976377,0.3645227854815292,0.346,0.2875990461097998,-0.012578827244279112,-0.0787349548290177,-0.0023446380265106925,-0.006390968170711156,-0.0030000000000000027,-0.008595988538681957,-0.015156272677943283,-0.05006112770745112
noise0_shift2,agglomerative,Y,Y,N,N,N,N,Y,N,0.1789276632621148,0.4367443665046538,0.394,0.3080966272624383,0.1789337785945427,0.419940237308276,0.378,0.337490333165735,6.1153324279195065e-06,3.417768005476622e-05,-0.016804129196377804,-0.038475892272782745,-0.016000000000000014,-0.040609137055837595,0.029393705903296707,0.0954041794110878
noise0_shift2,kmeans,Y,N,Y,Y,N,N,N,N,0.2610567509362006,0.4741119150751591,0.45,0.4037428955494757,0.2830142635974323,0.4916183593145649,0.468,0.4283891739038557,0.021957512661231693,0.08411011238930904,0.017506444239405783,0.036924708455450976,0.018000000000000016,0.040000000000000036,0.024646278354380047,0.061044488029535694
noise0_shift2,maxmin,Y,N,Y,Y,N,N,N,N,0.2230418549939861,0.4413406155062834,0.419,0.3684352862433904,0.2032231015987108,0.4274272842640723,0.415,0.3258165024989637,-0.019818753395275307,-0.08885665605592136,-0.013913331242211113,-0.03152515484270681,-0.0040000000000000036,-0.00954653937947495,-0.04261878374442668,-0.11567508687610469
noise0_shift2,agglomerative,Y,N,Y,Y,N,N,N,N,0.2532988245711329,0.5053714040037605,0.424,0.379110630601275,0.2282643378519775,0.4771306821587831,0.409,0.3612870058265423,-0.025034486719155397,-0.09883380533463573,-0.028240721844977335,-0.055881123508854484,-0.015000000000000013,-0.03537735849056607,-0.017823624774732705,-0.04701431016709866
noise0_shift2,kmeans,Y,N,Y,N,Y,N,N,N,0.2134935402057085,0.4371417249050859,0.427,0.356862467662606,0.1652671875162983,0.3425377399646676,0.398,0.3564451032969722,-0.048226352689410196,-0.225891390638529,-0.09460398494041833,-0.21641490516824757,-0.02899999999999997,-0.06791569086651048,-0.00041736436563377666,-0.0011695384173276858
noise0_shift2,maxmin,Y,N,Y,N,Y,N,N,N,0.1622845660385769,0.3879017919252932,0.376,0.3149828202743367,0.1512367206531018,0.3548004742813336,0.38,0.3250819307591869,-0.011047845385475097,-0.06807699373487493,-0.03310131764395963,-0.08533427360483727,0.0040000000000000036,0.010638297872340436,0.010099110484850182,0.03206241685198667
noise0_shift2,agglomerative,Y,N,Y,N,Y,N,N,N,0.2139503793101539,0.4461938894740899,0.432,0.3516822101662646,0.1525096380595318,0.3316649431395977,0.368,0.2850205818461074,-0.0614407412506221,-0.2871728549803332,-0.11452894633449218,-0.2566797731575452,-0.064,-0.14814814814814814,-0.0666616283201572,-0.18955075461065155
noise0_shift2,kmeans,Y,N,Y,N,N,Y,N,N,0.5373276980222327,0.7155038626460172,0.668,0.626847145507253,0.7308028399005362,0.8560749930185377,0.849,0.8165665485561482,0.1934751418783035,0.3600691767620328,0.14057113037252056,0.19646453039774242,0.18099999999999994,0.2709580838323352,0.18971940304889523,0.30265656373911026
noise0_shift2,maxmin,Y,N,Y,N,N,Y,N,N,0.1961488101894735,0.4811847217991956,0.417,0.3016522079178372,0.2951225883836983,0.5699588398611817,0.537,0.4581335538378646,0.09897377819422482,0.504585157047954,0.0887741180619861,0.18449072474714326,0.12000000000000005,0.287769784172662,0.15648134592002738,0.5187475569966626
noise0_shift2,agglomerative,Y,N,Y,N,N,Y,N,N,0.6867112538063127,0.8450556815917493,0.752,0.7210989338701259,0.8016571803589894,0.919736190208703,0.857,0.8215826583837907,0.11494592655267666,0.1673861115797255,0.07468050861695374,0.08837347673503045,0.10499999999999998,0.13962765957446807,0.10048372451366483,0.1393480419869301
noise0_shift2,kmeans,Y,N,Y,N,N,N,Y,N,0.3878150644038054,0.5857602276273304,0.544,0.4969875154841691,0.4780102145797165,0.6776874114685733,0.628,0.6000484007367429,0.09019515017591107,0.23257258021827898,0.09192718384124288,0.15693654076447192,0.08399999999999996,0.15441176470588228,0.10306088525257384,0.20737117541508288
noise0_shift2,maxmin,Y,N,Y,N,N,N,Y,N,0.2432647793086793,0.4550364867461417,0.431,0.3440456537786259,0.2820792300951099,0.5172567539839291,0.446,0.3685303540979786,0.03881445078643059,0.15955639323018822,0.0622202672377874,0.13673687506404114,0.015000000000000013,0.03480278422273785,0.02448470031935268,0.07116700952457669
noise0_shift2,agglomerative,Y,N,Y,N,N,N,Y,N,0.3115526527425455,0.5695327216412619,0.464,0.4195326339836971,0.557297689132228,0.7477168890455997,0.645,0.6020048175051145,0.24574503638968248,0.7887752976148023,0.17818416740433785,0.31286028112810127,0.181,0.3900862068965517,0.18247218352141736,0.4349415724558585
noise0_shift2,kmeans,Y,N,N,Y,Y,N,N,N,0.2469254574548413,0.4576787255347558,0.418,0.4225577695379583,0.1867295051749535,0.4029302210439079,0.391,0.3151625987449907,-0.060195952279887804,-0.24378188016882252,-0.054748504490847893,-0.11962213106339882,-0.02699999999999997,-0.06459330143540662,-0.10739517079296762,-0.2541550020732025
noise0_shift2,maxmin,Y,N,N,Y,Y,N,N,N,0.1763252529476117,0.3960711121293048,0.387,0.348843232018717,0.1733574086416525,0.380288130818422,0.407,0.3128174737043425,-0.0029678443059591997,-0.016831646382727612,-0.015782981310882793,-0.03984885750953265,0.019999999999999962,0.05167958656330739,-0.03602575831437449,-0.10327205749670829
noise0_shift2,agglomerative,Y,N,N,Y,Y,N,N,N,0.2003773436797524,0.4292832052243357,0.371,0.3303526070862547,0.2384914572683799,0.480812388231175,0.436,0.3933163862688206,0.038114113588627485,0.19021169204409816,0.051529183006839285,0.1200354040869385,0.065,0.1752021563342318,0.0629637791825659,0.19059567816919373
noise0_shift2,kmeans,Y,N,N,Y,N,Y,N,N,0.2494685578358075,0.4715944945512541,0.455,0.4299240362196951,0.3346808965133623,0.583598314775335,0.505,0.455029676183535,0.08521233867755482,0.3415754651279098,0.1120038202240809,0.23750027092801024,0.04999999999999999,0.10989010989010986,0.02510563996383991,0.05839552536906938
noise0_shift2,maxmin,Y,N,N,Y,N,Y,N,N,0.2258662754555842,0.4599981993372815,0.445,0.3968276656260547,0.2561652801076545,0.4968844827088106,0.474,0.4502191882428884,0.030299004652070305,0.13414576652028115,0.036886283371529105,0.08018788644101456,0.02899999999999997,0.06516853932584263,0.05339152261683372,0.13454586774488278
noise0_shift2,agglomerative,Y,N,N,Y,N,Y,N,N,0.3244751718500345,0.576156007608644,0.488,0.4013867073391932,0.43241717839726,0.6537261956137392,0.584,0.5596122122481009,0.10794200654722552,0.33266645929111033,0.07757018800509519,0.13463400013314625,0.09599999999999997,0.19672131147540978,0.1582255049089077,0.39419717199353765
noise0_shift2,kmeans,Y,N,N,Y,N,N,Y,N,0.2561394713619074,0.4663052826163133,0.445,0.3993176111932379,0.3373272390155187,0.5483500181114485,0.485,0.4495801032287031,0.0811877676536113,0.31696703058662357,0.08204473549513513,0.17594639939484327,0.03999999999999998,0.08988764044943816,0.050262492035465234,0.1258709624283067
noise0_shift2,maxmin,Y,N,N,Y,N,N,Y,N,0.2284746984966667,0.4537100040678561,0.436,0.3944196393163604,0.2572920540585429,0.4869950277623164,0.461,0.4179839804198857,0.028817355561876173,0.12612930775919856,0.03328502369446029,0.07336189062624733,0.025000000000000022,0.057339449541284455,0.023564341103525288,0.05974434017628758
noise0_shift2,agglomerative,Y,N,N,Y,N,N,Y,N,0.2576380537814968,0.4877103353305563,0.448,0.3975665871362078,0.3466941280300082,0.5754208455391263,0.521,0.462556159855889,0.08905607424851142,0.3456635110434424,0.08771051020857001,0.17984140145220073,0.07300000000000001,0.16294642857142858,0.0649895727196812,0.16346839704971367
noise0_shift2,kmeans,Y,N,N,N,Y,Y,N,N,0.4525453272060886,0.685744202246548,0.623,0.562348701934728,0.4035542831888475,0.629869767957186,0.593,0.5656069187994602,-0.04899104401724108,-0.10825665645406304,-0.05587443428936201,-0.0814799951735841,-0.030000000000000027,-0.04815409309791337,0.0032582168647322662,0.005793943959544249
noise0_shift2,maxmin,Y,N,N,N,Y,Y,N,N,0.2323380756250802,0.4916658542248215,0.475,0.4031211569522535,0.2416291983247163,0.5069469908789379,0.492,0.4487808455225464,0.009291122699636112,0.03998966882479061,0.0152811366541164,0.031080329298460645,0.017000000000000015,0.03578947368421056,0.0456596885702929,0.11326542351559318
noise0_shift2,agglomerative,Y,N,N,N,Y,Y,N,N,0.435945461242905,0.6914183763896161,0.605,0.5490892490488734,0.4172303177326958,0.6467680224020773,0.578,0.5414606536688837,-0.018715143510209198,-0.04293001114600728,-0.044650353987538804,-0.06457791044069418,-0.027000000000000024,-0.04462809917355376,-0.007628595379989611,-0.013893179284066814
noise0_shift2,kmeans,Y,N,N,N,Y,N,Y,N,0.22695869061226,0.4322419714357298,0.454,0.4060385630361958,0.281046886877943,0.4987500530046077,0.468,0.3966382082406586,0.05408819626568298,0.23831736127737954,0.06650808156887789,0.1538677082837778,0.014000000000000012,0.03083700440528637,-0.009400354795537191,-0.023151384255832883
noise0_shift2,maxmin,Y,N,N,N,Y,N,Y,N,0.1231173721402964,0.3398318591445759,0.369,0.3524888845400686,0.1523336291187819,0.3934074440583174,0.412,0.3818790806045428,0.029216256978485497,0.23730409828104992,0.05357558491374148,0.15765321429427434,0.04299999999999998,0.11653116531165307,0.029390196064474183,0.083379071946688
noise0_shift2,agglomerative,Y,N,N,N,Y,N,Y,N,0.2133335215461895,0.4432279730000997,0.43,0.3889112885377948,0.3206976273077008,0.5477299929671504,0.503,0.4441963887813915,0.10736410576151129,0.5032688017493094,0.10450201996705072,0.23577487508223496,0.07300000000000001,0.16976744186046513,0.05528510024359673,0.14215349842750596
noise0_shift2,kmeans,Y,N,N,N,N,Y,Y,N,0.8289550103496587,0.9104540988928644,0.886,0.8907871962813736,1.0,1.0,1.0,1.0,0.17104498965034132,0.20633808531803605,0.08954590110713556,0.09835301001557978,0.11399999999999999,0.12866817155756208,0.1092128037186264,0.12260257463796019
noise0_shift2,maxmin,Y,N,N,N,N,Y,Y,N,0.6803351967741577,0.8941950868443795,0.8,0.75,1.0,1.0,1.0,1.0,0.31966480322584234,0.4698636859323882,0.10580491315562046,0.11832419425274043,0.19999999999999996,0.24999999999999994,0.25,0.3333333333333333
noise0_shift2,agglomerative,Y,N,N,N,N,Y,Y,N,0.8696409518219367,0.9544982399912548,0.9,0.8666666666666666,1.0,1.0,1.0,1.0,0.13035904817806332,0.14989984993801786,0.04550176000874517,0.04767086842314352,0.09999999999999998,0.11111111111111108,0.13333333333333341,0.15384615384615397
noise0_shift2,kmeans,N,Y,Y,Y,N,N,N,N,0.2307657221913401,0.4547711658622255,0.396,0.3222558068393226,0.2090339813072562,0.444337587435362,0.393,0.3012021599942877,-0.02173174088408389,-0.0941723089448482,-0.010433578426863488,-0.02294248010882989,-0.0030000000000000027,-0.007575757575757582,-0.021053646845034912,-0.06533209456030781
noise0_shift2,maxmin,N,Y,Y,Y,N,N,N,N,0.1523041732211089,0.3406485090438597,0.36,0.2922562972941332,0.1297218443813955,0.3156333945700071,0.363,0.2922262346324533,-0.022582328839713395,-0.14827124143820605,-0.025015114473852573,-0.07343379997189946,0.0030000000000000027,0.008333333333333342,-3.0062661679930436e-05,-0.00010286403392593011
noise0_shift2,agglomerative,N,Y,Y,Y,N,N,N,N,0.2466705198011736,0.5018728213763153,0.423,0.375081982903671,0.2402326296864197,0.478016942062733,0.455,0.4141085584686975,-0.0064378901147539025,-0.02609914682931346,-0.023855879313582296,-0.04753371431463636,0.03200000000000003,0.07565011820330976,0.03902657556502648,0.10404812106117432
noise0_shift2,kmeans,N,Y,Y,N,Y,N,N,N,0.1497161046370076,0.3630655767381756,0.339,0.2494327457663308,0.1785290518300028,0.4058097462607067,0.408,0.2926931064937061,0.02881294719299521,0.19245055341810618,0.04274416952253113,0.11773126471132252,0.06899999999999995,0.2035398230088494,0.043260360727375324,0.17343496979302683
noise0_shift2,maxmin,N,Y,Y,N,Y,N,N,N,0.1219066196388211,0.3229364465151039,0.36,0.2872582762208283,0.1834765223660298,0.3892309600739202,0.399,0.3365641048192524,0.06156990272720869,0.50505791161813,0.06629451355881633,0.2052865641962023,0.039000000000000035,0.10833333333333343,0.04930582859842414,0.17164284784790865
noise0_shift2,agglomerative,N,Y,Y,N,Y,N,N,N,0.2425642532321585,0.5078870567879822,0.485,0.4238764788263108,0.2588671579547581,0.5418860857033477,0.488,0.4145860643368412,0.016302904722599626,0.06721066482535701,0.03399902891536555,0.06694210545625003,0.0030000000000000027,0.006185567010309284,-0.0092904144894696,-0.021917740081247764
noise0_shift2,kmeans,N,Y,Y,N,N,Y,N,N,0.2082684150112318,0.4299307141704127,0.416,0.3671106806551398,0.216210733343054,0.4459348972915855,0.403,0.3511839632673447,0.007942318331822185,0.038135011165249706,0.0160041831211728,0.037225028577114364,-0.012999999999999956,-0.031249999999999896,-0.01592671738779511,-0.04338396627244009
noise0_shift2,maxmin,N,Y,Y,N,N,Y,N,N,0.2047833049972742,0.4127376484246004,0.406,0.364355148825284,0.1996258454453878,0.4253202802227336,0.441,0.4025053910111067,-0.005157459551886401,-0.025184961010151927,0.012582631798133181,0.030485786421860173,0.034999999999999976,0.08620689655172407,0.03815024218582269,0.10470619753507734
noise0_shift2,agglomerative,N,Y,Y,N,N,Y,N,N,0.2422955753720741,0.5059503019469132,0.436,0.3419947598012162,0.3306590930311511,0.6073509449802732,0.517,0.4837556226658299,0.08836351765907699,0.36469307177146815,0.10140064303336005,0.20041621211246854,0.08100000000000002,0.18577981651376152,0.1417608628646137,0.4145117982129666
noise0_shift2,kmeans,N,Y,Y,N,N,N,Y,N,0.1406025444287873,0.3682780754052167,0.372,0.3452148646125242,0.2304801285324175,0.4687641466148102,0.448,0.390779856520635,0.0898775841036302,0.6392315620515076,0.10048607120959352,0.27285379695500095,0.07600000000000001,0.20430107526881724,0.04556499190811081,0.1319902373243801
noise0_shift2,maxmin,N,Y,Y,N,N,N,Y,N,0.2018725735287138,0.416026381853967,0.421,0.3869971272557384,0.1545511694088657,0.3513055575160891,0.378,0.3158971650739537,-0.04732140411984809,-0.23441224973097805,-0.0647208243378779,-0.15556903879378522,-0.04299999999999998,-0.10213776722090258,-0.07109996218178471,-0.18372219630147252
noise0_shift2,agglomerative,N,Y,Y,N,N,N,Y,N,0.2218110740824924,0.4598101862536082,0.425,0.3625473574615594,0.3062772855435952,0.5712166606414261,0.498,0.4348510429138096,0.08446621146110278,0.3808024996519762,0.11140647438781787,0.24228796516128429,0.07300000000000001,0.17176470588235296,0.07230368545225019,0.1994323885257293
noise0_shift2,kmeans,N,Y,N,Y,Y,N,N,N,0.2013270694341925,0.4282616933441076,0.38,0.3330001649227464,0.2154890119476278,0.4560593444113117,0.414,0.3525663632413491,0.014161942513435277,0.07034296258936194,0.02779765106720411,0.06490809591244188,0.033999999999999975,0.08947368421052625,0.01956619831860268,0.05875732320775845
noise0_shift2,maxmin,N,Y,N,Y,Y,N,N,N,0.1588323042184281,0.3548051354974013,0.358,0.2837985712084139,0.1449268658394687,0.3532863848690347,0.386,0.3098655284526576,-0.013905438378959384,-0.0875479232476314,-0.0015187506283665941,-0.004280520422111303,0.028000000000000025,0.07821229050279337,0.026066957244243683,0.09185020605724199
noise0_shift2,agglomerative,N,Y,N,Y,Y,N,N,N,0.2317252673415552,0.4767521090894624,0.397,0.3502708728682926,0.2333554941128957,0.4847673430303024,0.469,0.3708252645703929,0.0016302267713404761,0.007035170527768027,0.008015233940839972,0.01681216252225518,0.07199999999999995,0.1813602015113349,0.020554391702100272,0.058681418565536984
noise0_shift2,kmeans,N,Y,N,Y,N,Y,N,N,0.201857362912175,0.4370181046273491,0.379,0.3222101202856966,0.223950258444594,0.4562450003700544,0.403,0.3697276218196792,0.022092895532419027,0.10944805388164762,0.019226895742705308,0.04399565038409639,0.02400000000000002,0.06332453825857526,0.0475175015339826,0.1474736469849236
noise0_shift2,maxmin,N,Y,N,Y,N,Y,N,N,0.2093280948178257,0.4200798659861448,0.424,0.3830389978737283,0.1384166546779267,0.3319166220172807,0.38,0.3288514713707198,-0.070911440139899,-0.3387573951867851,-0.08816324396886405,-0.2098725768774928,-0.043999999999999984,-0.10377358490566034,-0.05418752650300851,-0.1414673879260509
noise0_shift2,agglomerative,N,Y,N,Y,N,Y,N,N,0.2455271899899374,0.5009685088958539,0.423,0.3749545219346549,0.2934089148607366,0.558084281991203,0.492,0.4363630839481803,0.047881724870799225,0.19501597714192712,0.0571157730953491,0.11401070542584318,0.069,0.16312056737588654,0.0614085620135254,0.16377602728105614
noise0_shift2,kmeans,N,Y,N,Y,N,N,Y,N,0.2061887857552416,0.4306326138565807,0.398,0.368734049403942,0.2058784123503708,0.4426416788540634,0.43,0.3465941964345151,-0.0003103734048708062,-0.0015052875147110957,0.012009064997482721,0.027887030872868954,0.03199999999999997,0.08040201005025119,-0.022139852969426888,-0.060042876445003994
noise0_shift2,maxmin,N,Y,N,Y,N,N,Y,N,0.1660633133906567,0.3593251352181263,0.377,0.3320627102586517,0.1440068874521093,0.3499579979204009,0.363,0.3233652287263827,-0.022056425938547397,-0.13281937767109717,-0.009367137297725425,-0.026068694838281094,-0.014000000000000012,-0.03713527851458889,-0.008697481532269014,-0.026192286166351934
noise0_shift2,agglomerative,N,Y,N,Y,N,N,Y,N,0.2455271899899374,0.5009685088958539,0.423,0.3749545219346549,0.2615074058085573,0.5242754290610664,0.447,0.3803519407168342,0.015980215818619914,0.06508532036421238,0.02330692016521252,0.0465237230511385,0.02400000000000002,0.056737588652482324,0.0053974187821793085,0.014394862487136353
noise0_shift2,kmeans,N,Y,N,N,Y,Y,N,N,0.178063794729026,0.3971993113884672,0.378,0.3058509013875721,0.2555386787465958,0.4950107014188605,0.431,0.3584380312355651,0.0774748840175698,0.4350962200680355,0.0978113900303933,0.24625266768081633,0.05299999999999999,0.14021164021164018,0.05258712984799302,0.1719371419519048
noise0_shift2,maxmin,N,Y,N,N,Y,Y,N,N,0.1669570388294401,0.3733720825940441,0.388,0.3341262488061242,0.2052319776116387,0.409541536616377,0.443,0.3746523791691051,0.03827493878219859,0.22925022539061374,0.0361694540223329,0.0968724114857265,0.05499999999999999,0.1417525773195876,0.04052613036298092,0.12128987323739444
noise0_shift2,agglomerative,N,Y,N,N,Y,Y,N,N,0.2444032476917893,0.5119115396350076,0.474,0.3929464415530891,0.2778563247355891,0.5363556242942561,0.484,0.3742131063322724,0.03345307704379977,0.136876565101895,0.02444408465924852,0.04775060291994419,0.010000000000000009,0.02109704641350213,-0.018733335220816716,-0.04767401671020285
noise0_shift2,kmeans,N,Y,N,N,Y,N,Y,N,0.1558057147927387,0.3854311436423854,0.368,0.3035156115506308,0.1963354787083356,0.4280244117023927,0.41,0.3117376348254302,0.0405297639155969,0.2601301497157008,0.042593268060007294,0.11050811218183917,0.04199999999999998,0.11413043478260865,0.008222023274799428,0.027089292813618177
noise0_shift2,maxmin,N,Y,N,N,Y,N,Y,N,0.1361725977820276,0.3304835629882374,0.372,0.2975231933194599,0.1214700032948754,0.3442923006740712,0.368,0.2933221776771146,-0.014702594487152193,-0.10797028716957238,0.013808737685833794,0.04178343261908392,-0.0040000000000000036,-0.01075268817204302,-0.004201015642345318,-0.014119960180161675
noise0_shift2,agglomerative,N,Y,N,N,Y,N,Y,N,0.2370916021217317,0.5075587648961225,0.47,0.393693201933286,0.2744132156466232,0.5495620937198529,0.503,0.3992885682555318,0.037321613524891495,0.15741432084013326,0.04200332882373037,0.08275559743772096,0.03300000000000003,0.07021276595744687,0.005595366322245776,0.014212504292095826
noise0_shift2,kmeans,N,Y,N,N,N,Y,Y,N,0.164669350405406,0.387579970933364,0.386,0.3165440370758531,0.2830363664716069,0.5314411919801728,0.485,0.4389158584114083,0.1183670160662009,0.7188163175162132,0.14386122104680882,0.37117816150397165,0.09899999999999998,0.25647668393782375,0.12237182133555519,0.3865870368811634
noise0_shift2,maxmin,N,Y,N,N,N,Y,Y,N,0.172153612001224,0.3783814517398191,0.374,0.3287699965613507,0.1802832878852703,0.4103985393234589,0.349,0.2714334502767049,0.008129675884046283,0.047223382591522284,0.0320170875836398,0.08461590132503441,-0.025000000000000022,-0.06684491978609632,-0.057336546284645795,-0.1743971374649037
noise0_shift2,agglomerative,N,Y,N,N,N,Y,Y,N,0.2543975124536244,0.4952846493137449,0.425,0.3166800843025589,0.2796367653883908,0.5681400013860188,0.476,0.4201180916481727,0.025239252934766365,0.09921187000351418,0.07285535207227395,0.14709794089766492,0.05099999999999999,0.11999999999999998,0.10343800734561381,0.32663249908317016
noise0_shift2,kmeans,N,N,Y,Y,Y,N,N,N,0.2657564321167698,0.4775390385195155,0.466,0.3887056473409532,0.2209959452238918,0.4193177561310617,0.422,0.3778122128930259,-0.04476048689287801,-0.1684267302068943,-0.05822128238845381,-0.12191941954934955,-0.04400000000000004,-0.09442060085836917,-0.010893434447927286,-0.028024893701562584
noise0_shift2,maxmin,N,N,Y,Y,Y,N,N,N,0.1806742105869682,0.3925829280828738,0.385,0.3179815805952705,0.175592279078396,0.3944888715615882,0.36,0.2893340584627716,-0.005081931508572196,-0.028127597691237675,0.001905943478714367,0.0048548812043911,-0.025000000000000022,-0.06493506493506498,-0.02864752213249888,-0.09009176594087592
noise0_shift2,agglomerative,N,N,Y,Y,Y,N,N,N,0.2238235837092042,0.4802533354010033,0.419,0.3773250012261552,0.2519183873174501,0.5116915561340449,0.472,0.4028792714740958,0.0280948036082459,0.12552208816720226,0.031438220733041644,0.06546174365825334,0.05299999999999999,0.12649164677804295,0.025554270247940603,0.06772482651533679
noise0_shift2,kmeans,N,N,Y,Y,N,Y,N,N,0.2539564782127614,0.4736213691180868,0.44,0.4148201864028006,0.3774684644150071,0.6053301609496542,0.54,0.50192237022421,0.12351198620224568,0.48635099632610657,0.13170879183156742,0.2780887865697817,0.10000000000000003,0.22727272727272735,0.08710218382140944,0.2099757598026608
noise0_shift2,maxmin,N,N,Y,Y,N,Y,N,N,0.2012714241087562,0.4232312643091032,0.408,0.3617796149712147,0.2448767525088599,0.4615322333368071,0.445,0.3976825477652775,0.0436053284001037,0.21664937580280516,0.03830096902770391,0.09049654942251889,0.03700000000000003,0.090686274509804,0.035902932794062814,0.09923978938647349
noise0_shift2,agglomerative,N,N,Y,Y,N,Y,N,N,0.2763877696860253,0.5267072722506497,0.442,0.393354610080338,0.4014377334554937,0.6268054589573124,0.567,0.5436807270914965,0.12504996376946842,0.45244391208599555,0.1000981867066627,0.19004519584272594,0.12499999999999994,0.2828054298642533,0.1503261170111585,0.382164370669143
noise0_shift2,kmeans,N,N,Y,Y,N,N,Y,N,0.2698178138491814,0.48147448724454,0.467,0.4240628858212901,0.3255727699516496,0.5386187190014251,0.497,0.4798411171127147,0.05575495610246817,0.20663927005810376,0.0571442317568851,0.11868589773867218,0.02999999999999997,0.06423982869379008,0.05577823129142462,0.13153292390442972
noise0_shift2,maxmin,N,N,Y,Y,N,N,Y,N,0.2230418549939861,0.4413406155062834,0.419,0.3684352862433904,0.248053898229044,0.4702205573605413,0.458,0.3829945612413442,0.0250120432350579,0.11214058112874063,0.028879941854257907,0.06543685498133525,0.039000000000000035,0.09307875894988075,0.014559274997953786,0.03951650545310649
noise0_shift2,agglomerative,N,N,Y,Y,N,N,Y,N,0.2487979995762335,0.5004654852699643,0.425,0.4092214280987453,0.364236689556322,0.6062581415117974,0.526,0.4603032551829306,0.1154386899800885,0.4639856034884125,0.1057926562418331,0.21138851600278838,0.10100000000000003,0.2376470588235295,0.051081827084185294,0.12482686285885115
noise0_shift2,kmeans,N,N,Y,N,Y,Y,N,N,0.3428078410713676,0.5669734668110156,0.53,0.4669991145743414,0.3539206586448539,0.5899456620828336,0.534,0.4970740594347376,0.011112817573486311,0.03241704605926089,0.02297219527181804,0.04051723161054936,0.0040000000000000036,0.007547169811320761,0.03007494486039619,0.064400432295913
noise0_shift2,maxmin,N,N,Y,N,Y,Y,N,N,0.1785140915220608,0.4254834101881322,0.427,0.3756766951161151,0.1854096193298381,0.4397806323042008,0.453,0.4234043550915939,0.006895527807777302,0.03862735848461101,0.014297222116068597,0.03360230216672119,0.026000000000000023,0.06088992974238881,0.04772765997547879,0.1270445055441275
noise0_shift2,agglomerative,N,N,Y,N,Y,Y,N,N,0.4225373340401918,0.6498309164547582,0.568,0.5314496583362145,0.3812634075166786,0.6318011802907992,0.568,0.5481814797825593,-0.041273926523513194,-0.09768113536586856,-0.018029736163958976,-0.027745272973964792,0.0,0.0,0.016731821446344775,0.031483360999283234
