dataset,n,ari_A_mean,ari_B_mean,ari_diff_mean,ari_rel_diff_mean,nmi_A_mean,nmi_B_mean,nmi_diff_mean,nmi_rel_diff_mean,accuracy_A_mean,accuracy_B_mean,accuracy_diff_mean,accuracy_rel_diff_mean,macro_f1_A_mean,macro_f1_B_mean,macro_f1_diff_mean,macro_f1_rel_diff_mean
noise0_shift2,762,0.6304228105708086,0.6492939621052737,0.018871151534464926,0.02993411916262739,0.7410961307440701,0.7599451404484086,0.01884900970433835,0.02543396048420034,0.7252769028871392,0.7439973753280841,0.018720472440944887,0.02581148298866755,0.7000361220178436,0.7169347697613958,0.01689864774355237,0.024139679670874856
