dataset,method,projection,intersections,zoning_4x4,zoning_8x8,global,grad_hist,skeleton,bbox_norm,ari,nmi,accuracy,macro_f1
noise0_shift2,agglomerative,Y,Y,Y,N,N,N,Y,N,0.2381306300458749,0.4764918236478051,0.445,0.3647781215073929
noise0_shift2,kmeans,Y,Y,N,Y,Y,N,N,N,0.1942127659574468,0.41988385961753144,0.371,0.3660499369704634
noise0_shift2,maxmin,Y,Y,N,Y,Y,N,N,N,0.15883230421842817,0.3548051354974013,0.358,0.2837985712084139
noise0_shift2,agglomerative,Y,Y,N,Y,Y,N,N,N,0.2534104410942431,0.507694395370964,0.412,0.33540302129537297
noise0_shift2,kmeans,Y,Y,N,Y,N,Y,N,N,0.23299599823287204,0.4761709356923871,0.402,0.36159824842044547
noise0_shift2,maxmin,Y,Y,N,Y,N,Y,N,N,0.2118060405339529,0.42520609688494954,0.427,0.3857671224596679
noise0_shift2,agglomerative,Y,Y,N,Y,N,Y,N,N,0.24511266113183863,0.505428721563827,0.425,0.3822169563243563
noise0_shift2,kmeans,Y,Y,N,Y,N,N,Y,N,0.17116747598275533,0.3901049642872943,0.374,0.30530665650043987
noise0_shift2,maxmin,Y,Y,N,Y,N,N,Y,N,0.17291885332441914,0.3658595627778529,0.383,0.31790266194159217
noise0_shift2,agglomerative,Y,Y,N,Y,N,N,Y,N,0.24511266113183863,0.505428721563827,0.425,0.3822169563243563
noise0_shift2,kmeans,Y,Y,N,N,Y,Y,N,N,0.20169188144519187,0.4461773569212189,0.416,0.3163271908694753
noise0_shift2,maxmin,Y,Y,N,N,Y,Y,N,N,0.15703748367777629,0.37710105000516586,0.387,0.33577938822687436
noise0_shift2,agglomerative,Y,Y,N,N,Y,Y,N,N,0.22740162256425808,0.4891814229602421,0.464,0.43544616176019424
noise0_shift2,kmeans,Y,Y,N,N,Y,N,Y,N,0.1685133526800636,0.4034329374889609,0.38,0.2962790844173516
noise0_shift2,maxmin,Y,Y,N,N,Y,N,Y,N,0.11536954294111214,0.3037374601022761,0.346,0.2804685035196743
noise0_shift2,agglomerative,Y,Y,N,N,Y,N,Y,N,0.2370916021217317,0.5075587648961225,0.47,0.39369320193328605
noise0_shift2,kmeans,Y,Y,N,N,N,Y,Y,N,0.22118499667683142,0.45805078304115304,0.41,0.3374020539800628
noise0_shift2,maxmin,Y,Y,N,N,N,Y,Y,N,0.15463307302833174,0.35952425313471637,0.353,0.3097701026917799
noise0_shift2,agglomerative,Y,Y,N,N,N,Y,Y,N,0.2460034956964081,0.4844617050869818,0.425,0.31694831840590854
noise0_shift2,kmeans,Y,N,Y,Y,Y,N,N,N,0.24327415713763928,0.45133035523456083,0.424,0.40402453985559206
